,ID,Income.Group
241,32803,>50k
242,32804,<=50k
243,32805,<=50k
244,32806,<=50k
245,32807,<=50k
246,32808,<=50k
247,32809,<=50k
248,32810,>50k
249,32811,<=50k
250,32812,<=50k
251,32813,<=50k
252,32814,<=50k
253,32815,<=50k
254,32816,<=50k
255,32817,<=50k
256,32818,>50k
257,32819,<=50k
258,32820,<=50k
259,32821,<=50k
260,32822,<=50k
261,32823,<=50k
262,32824,<=50k
263,32825,<=50k
264,32826,<=50k
265,32827,<=50k
266,32828,>50k
267,32829,<=50k
268,32830,<=50k
269,32831,<=50k
270,32832,<=50k
271,32833,<=50k
272,32834,<=50k
273,32835,<=50k
274,32836,<=50k
275,32837,<=50k
276,32838,<=50k
277,32839,<=50k
278,32840,<=50k
279,32841,<=50k
280,32842,<=50k
281,32843,<=50k
282,32844,<=50k
283,32845,<=50k
284,32846,<=50k
285,32847,<=50k
286,32848,<=50k
287,32849,<=50k
288,32850,>50k
289,32851,<=50k
290,32852,<=50k
291,32853,<=50k
292,32854,<=50k
293,32855,<=50k
294,32856,<=50k
295,32857,<=50k
296,32858,<=50k
297,32859,<=50k
298,32860,<=50k
299,32861,<=50k
300,32862,<=50k
301,32863,<=50k
302,32864,<=50k
303,32865,<=50k
304,32866,<=50k
305,32867,<=50k
306,32868,<=50k
307,32869,<=50k
308,32870,<=50k
309,32871,>50k
310,32872,<=50k
311,32873,<=50k
312,32874,>50k
313,32875,<=50k
314,32876,<=50k
315,32877,>50k
316,32878,<=50k
317,32879,<=50k
318,32880,<=50k
319,32881,>50k
320,32882,<=50k
321,32883,<=50k
322,32884,<=50k
323,32885,<=50k
324,32886,<=50k
325,32887,<=50k
326,32888,<=50k
327,32889,<=50k
328,32890,>50k
329,32891,>50k
330,32892,<=50k
331,32893,<=50k
332,32894,<=50k
333,32895,<=50k
334,32896,<=50k
335,32897,<=50k
336,32898,<=50k
337,32899,<=50k
338,32900,>50k
339,32901,<=50k
340,32902,<=50k
341,32903,<=50k
342,32904,<=50k
343,32905,<=50k
344,32906,>50k
345,32907,<=50k
346,32908,<=50k
347,32909,<=50k
348,32910,<=50k
349,32911,<=50k
350,32912,<=50k
351,32913,<=50k
352,32914,<=50k
353,32915,<=50k
354,32916,>50k
355,32917,<=50k
356,32918,<=50k
357,32919,>50k
358,32920,<=50k
359,32921,<=50k
360,32922,<=50k
361,32923,>50k
362,32924,<=50k
363,32925,<=50k
364,32926,>50k
365,32927,<=50k
366,32928,>50k
367,32929,>50k
368,32930,<=50k
369,32931,<=50k
370,32932,>50k
371,32933,<=50k
372,32934,<=50k
373,32935,<=50k
374,32936,<=50k
375,32937,<=50k
376,32938,<=50k
377,32939,<=50k
378,32940,<=50k
379,32941,<=50k
380,32942,<=50k
381,32943,<=50k
382,32944,<=50k
383,32945,<=50k
384,32946,>50k
385,32947,<=50k
386,32948,<=50k
387,32949,<=50k
388,32950,<=50k
389,32951,>50k
390,32952,<=50k
391,32953,<=50k
392,32954,<=50k
393,32955,<=50k
394,32956,<=50k
395,32957,<=50k
396,32958,<=50k
397,32959,<=50k
398,32960,<=50k
399,32961,<=50k
400,32962,<=50k
401,32963,<=50k
402,32964,<=50k
403,32965,<=50k
404,32966,>50k
405,32967,<=50k
406,32968,<=50k
407,32969,<=50k
408,32970,<=50k
409,32971,<=50k
410,32972,<=50k
411,32973,<=50k
412,32974,<=50k
413,32975,<=50k
414,32976,<=50k
415,32977,<=50k
416,32978,<=50k
417,32979,<=50k
418,32980,<=50k
419,32981,<=50k
420,32982,<=50k
421,32983,<=50k
422,32984,<=50k
423,32985,<=50k
424,32986,<=50k
425,32987,<=50k
426,32988,<=50k
427,32989,<=50k
428,32990,<=50k
429,32991,<=50k
430,32992,>50k
431,32993,<=50k
432,32994,<=50k
433,32995,<=50k
434,32996,<=50k
435,32997,<=50k
436,32998,<=50k
437,32999,<=50k
438,33000,<=50k
439,33001,<=50k
440,33002,<=50k
441,33003,<=50k
442,33004,<=50k
443,33005,<=50k
444,33006,<=50k
445,33007,<=50k
446,33008,<=50k
447,33009,<=50k
448,33010,<=50k
449,33011,<=50k
450,33012,<=50k
451,33013,>50k
452,33014,<=50k
453,33015,<=50k
454,33016,<=50k
455,33017,<=50k
456,33018,<=50k
457,33019,<=50k
458,33020,<=50k
459,33021,<=50k
460,33022,<=50k
461,33023,<=50k
462,33024,<=50k
463,33025,<=50k
464,33026,<=50k
465,33027,<=50k
466,33028,<=50k
467,33029,<=50k
468,33030,<=50k
469,33031,<=50k
470,33032,<=50k
471,33033,<=50k
472,33034,<=50k
473,33035,<=50k
474,33036,<=50k
475,33037,>50k
476,33038,<=50k
477,33039,<=50k
478,33040,<=50k
479,33041,<=50k
480,33042,<=50k
481,33043,<=50k
482,33044,<=50k
483,33045,<=50k
484,33046,<=50k
485,33047,<=50k
486,33048,<=50k
487,33049,<=50k
488,33050,<=50k
489,33051,<=50k
490,33052,<=50k
491,33053,<=50k
492,33054,<=50k
493,33055,<=50k
494,33056,<=50k
495,33057,<=50k
496,33058,<=50k
497,33059,<=50k
498,33060,<=50k
499,33061,<=50k
500,33062,<=50k
501,33063,<=50k
502,33064,<=50k
503,33065,<=50k
504,33066,<=50k
505,33067,<=50k
506,33068,<=50k
507,33069,>50k
508,33070,<=50k
509,33071,<=50k
510,33072,<=50k
511,33073,<=50k
512,33074,<=50k
513,33075,<=50k
514,33076,<=50k
515,33077,<=50k
516,33078,<=50k
517,33079,<=50k
518,33080,>50k
519,33081,<=50k
520,33082,<=50k
521,33083,<=50k
522,33084,<=50k
523,33085,<=50k
524,33086,>50k
525,33087,<=50k
526,33088,<=50k
527,33089,<=50k
528,33090,<=50k
529,33091,<=50k
530,33092,<=50k
531,33093,<=50k
532,33094,<=50k
533,33095,<=50k
534,33096,<=50k
535,33097,<=50k
536,33098,<=50k
537,33099,<=50k
538,33100,>50k
539,33101,<=50k
540,33102,<=50k
541,33103,<=50k
542,33104,<=50k
543,33105,<=50k
544,33106,<=50k
545,33107,<=50k
546,33108,<=50k
547,33109,<=50k
548,33110,<=50k
549,33111,<=50k
550,33112,<=50k
551,33113,<=50k
552,33114,<=50k
553,33115,<=50k
554,33116,<=50k
555,33117,<=50k
556,33118,<=50k
557,33119,<=50k
558,33120,>50k
559,33121,<=50k
560,33122,<=50k
561,33123,<=50k
562,33124,<=50k
563,33125,<=50k
564,33126,<=50k
565,33127,<=50k
566,33128,>50k
567,33129,<=50k
568,33130,>50k
569,33131,<=50k
570,33132,<=50k
571,33133,<=50k
572,33134,<=50k
573,33135,<=50k
574,33136,<=50k
575,33137,<=50k
576,33138,<=50k
577,33139,<=50k
578,33140,<=50k
579,33141,<=50k
580,33142,<=50k
581,33143,<=50k
582,33144,<=50k
583,33145,<=50k
584,33146,<=50k
585,33147,<=50k
586,33148,<=50k
587,33149,<=50k
588,33150,<=50k
589,33151,<=50k
590,33152,<=50k
591,33153,<=50k
592,33154,<=50k
593,33155,<=50k
594,33156,<=50k
595,33157,<=50k
596,33158,<=50k
597,33159,>50k
598,33160,>50k
599,33161,<=50k
600,33162,<=50k
601,33163,<=50k
602,33164,<=50k
603,33165,<=50k
604,33166,<=50k
605,33167,<=50k
606,33168,<=50k
607,33169,<=50k
608,33170,<=50k
609,33171,<=50k
610,33172,<=50k
611,33173,<=50k
612,33174,<=50k
613,33175,<=50k
614,33176,<=50k
615,33177,<=50k
616,33178,<=50k
617,33179,<=50k
618,33180,<=50k
619,33181,<=50k
620,33182,<=50k
621,33183,<=50k
622,33184,<=50k
623,33185,<=50k
624,33186,<=50k
625,33187,<=50k
626,33188,<=50k
627,33189,<=50k
628,33190,>50k
629,33191,<=50k
630,33192,>50k
631,33193,<=50k
632,33194,<=50k
633,33195,<=50k
634,33196,<=50k
635,33197,<=50k
636,33198,<=50k
637,33199,<=50k
638,33200,>50k
639,33201,<=50k
640,33202,<=50k
641,33203,<=50k
642,33204,<=50k
643,33205,<=50k
644,33206,<=50k
645,33207,<=50k
646,33208,<=50k
647,33209,<=50k
648,33210,<=50k
649,33211,<=50k
650,33212,<=50k
651,33213,<=50k
652,33214,<=50k
653,33215,<=50k
654,33216,<=50k
655,33217,<=50k
656,33218,<=50k
657,33219,<=50k
658,33220,>50k
659,33221,<=50k
660,33222,<=50k
661,33223,<=50k
662,33224,<=50k
663,33225,<=50k
664,33226,<=50k
665,33227,<=50k
666,33228,<=50k
667,33229,<=50k
668,33230,<=50k
669,33231,>50k
670,33232,<=50k
671,33233,<=50k
672,33234,<=50k
673,33235,>50k
674,33236,<=50k
675,33237,<=50k
676,33238,<=50k
677,33239,<=50k
678,33240,<=50k
679,33241,>50k
680,33242,<=50k
681,33243,<=50k
682,33244,<=50k
683,33245,<=50k
684,33246,<=50k
685,33247,<=50k
686,33248,>50k
687,33249,<=50k
688,33250,<=50k
689,33251,<=50k
690,33252,<=50k
691,33253,<=50k
692,33254,<=50k
693,33255,<=50k
694,33256,<=50k
695,33257,<=50k
696,33258,<=50k
697,33259,<=50k
698,33260,>50k
699,33261,>50k
700,33262,<=50k
701,33263,<=50k
702,33264,<=50k
703,33265,<=50k
704,33266,<=50k
705,33267,<=50k
706,33268,<=50k
707,33269,<=50k
708,33270,<=50k
709,33271,<=50k
710,33272,<=50k
711,33273,>50k
712,33274,<=50k
713,33275,<=50k
714,33276,<=50k
715,33277,<=50k
716,33278,<=50k
717,33279,<=50k
718,33280,>50k
719,33281,<=50k
720,33282,<=50k
721,33283,<=50k
722,33284,<=50k
723,33285,>50k
724,33286,<=50k
725,33287,<=50k
726,33288,<=50k
727,33289,<=50k
728,33290,<=50k
729,33291,<=50k
730,33292,<=50k
731,33293,<=50k
732,33294,<=50k
733,33295,<=50k
734,33296,<=50k
735,33297,<=50k
736,33298,<=50k
737,33299,>50k
738,33300,<=50k
739,33301,<=50k
740,33302,<=50k
741,33303,<=50k
742,33304,<=50k
743,33305,<=50k
744,33306,<=50k
745,33307,<=50k
746,33308,<=50k
747,33309,<=50k
748,33310,<=50k
749,33311,<=50k
750,33312,<=50k
751,33313,<=50k
752,33314,<=50k
753,33315,<=50k
754,33316,<=50k
755,33317,<=50k
756,33318,<=50k
757,33319,<=50k
758,33320,>50k
759,33321,<=50k
760,33322,<=50k
761,33323,<=50k
762,33324,<=50k
763,33325,<=50k
764,33326,<=50k
765,33327,<=50k
766,33328,<=50k
767,33329,<=50k
768,33330,<=50k
769,33331,<=50k
770,33332,<=50k
771,33333,<=50k
772,33334,<=50k
773,33335,<=50k
774,33336,<=50k
775,33337,<=50k
776,33338,<=50k
777,33339,<=50k
778,33340,<=50k
779,33341,<=50k
780,33342,<=50k
781,33343,>50k
782,33344,<=50k
783,33345,<=50k
784,33346,<=50k
785,33347,<=50k
786,33348,<=50k
787,33349,<=50k
788,33350,<=50k
789,33351,<=50k
790,33352,<=50k
791,33353,<=50k
792,33354,<=50k
793,33355,<=50k
794,33356,<=50k
795,33357,<=50k
796,33358,<=50k
797,33359,<=50k
798,33360,<=50k
799,33361,<=50k
800,33362,<=50k
801,33363,<=50k
802,33364,<=50k
803,33365,<=50k
804,33366,<=50k
805,33367,<=50k
806,33368,<=50k
807,33369,<=50k
808,33370,<=50k
809,33371,<=50k
810,33372,>50k
811,33373,<=50k
812,33374,<=50k
813,33375,<=50k
814,33376,<=50k
815,33377,<=50k
816,33378,<=50k
817,33379,<=50k
818,33380,<=50k
819,33381,<=50k
820,33382,<=50k
821,33383,<=50k
822,33384,<=50k
823,33385,<=50k
824,33386,<=50k
825,33387,<=50k
826,33388,<=50k
827,33389,<=50k
828,33390,<=50k
829,33391,>50k
830,33392,<=50k
831,33393,<=50k
832,33394,<=50k
833,33395,<=50k
834,33396,<=50k
835,33397,<=50k
836,33398,<=50k
837,33399,<=50k
838,33400,<=50k
839,33401,<=50k
840,33402,<=50k
841,33403,<=50k
842,33404,<=50k
843,33405,<=50k
844,33406,<=50k
845,33407,<=50k
846,33408,<=50k
847,33409,<=50k
848,33410,<=50k
849,33411,<=50k
850,33412,<=50k
851,33413,>50k
852,33414,<=50k
853,33415,<=50k
854,33416,<=50k
855,33417,<=50k
856,33418,<=50k
857,33419,<=50k
858,33420,<=50k
859,33421,<=50k
860,33422,<=50k
861,33423,<=50k
862,33424,<=50k
863,33425,<=50k
864,33426,<=50k
865,33427,<=50k
866,33428,<=50k
867,33429,<=50k
868,33430,<=50k
869,33431,<=50k
870,33432,<=50k
871,33433,<=50k
872,33434,<=50k
873,33435,<=50k
874,33436,<=50k
875,33437,<=50k
876,33438,<=50k
877,33439,<=50k
878,33440,<=50k
879,33441,<=50k
880,33442,<=50k
881,33443,<=50k
882,33444,>50k
883,33445,<=50k
884,33446,>50k
885,33447,<=50k
886,33448,<=50k
887,33449,<=50k
888,33450,>50k
889,33451,<=50k
890,33452,<=50k
891,33453,<=50k
892,33454,>50k
893,33455,<=50k
894,33456,<=50k
895,33457,<=50k
896,33458,<=50k
897,33459,<=50k
898,33460,<=50k
899,33461,>50k
900,33462,<=50k
901,33463,>50k
902,33464,<=50k
903,33465,<=50k
904,33466,<=50k
905,33467,>50k
906,33468,>50k
907,33469,>50k
908,33470,>50k
909,33471,<=50k
910,33472,<=50k
911,33473,<=50k
912,33474,<=50k
913,33475,<=50k
914,33476,<=50k
915,33477,<=50k
916,33478,<=50k
917,33479,<=50k
918,33480,<=50k
919,33481,<=50k
920,33482,<=50k
921,33483,<=50k
922,33484,<=50k
923,33485,<=50k
924,33486,<=50k
925,33487,<=50k
926,33488,<=50k
927,33489,<=50k
928,33490,<=50k
929,33491,<=50k
930,33492,<=50k
931,33493,<=50k
932,33494,<=50k
933,33495,<=50k
934,33496,<=50k
935,33497,<=50k
936,33498,<=50k
937,33499,>50k
938,33500,<=50k
939,33501,<=50k
940,33502,<=50k
941,33503,>50k
942,33504,<=50k
943,33505,>50k
944,33506,<=50k
945,33507,<=50k
946,33508,<=50k
947,33509,<=50k
948,33510,<=50k
949,33511,<=50k
950,33512,<=50k
951,33513,<=50k
952,33514,<=50k
953,33515,<=50k
954,33516,<=50k
955,33517,<=50k
956,33518,<=50k
957,33519,>50k
958,33520,<=50k
959,33521,>50k
960,33522,<=50k
961,33523,<=50k
962,33524,<=50k
963,33525,<=50k
964,33526,<=50k
965,33527,<=50k
966,33528,<=50k
967,33529,<=50k
968,33530,<=50k
969,33531,<=50k
970,33532,<=50k
971,33533,>50k
972,33534,<=50k
973,33535,<=50k
974,33536,<=50k
975,33537,<=50k
976,33538,<=50k
977,33539,>50k
978,33540,>50k
979,33541,>50k
980,33542,<=50k
981,33543,<=50k
982,33544,<=50k
983,33545,<=50k
984,33546,<=50k
985,33547,<=50k
986,33548,<=50k
987,33549,<=50k
988,33550,<=50k
989,33551,<=50k
990,33552,<=50k
991,33553,<=50k
992,33554,>50k
993,33555,<=50k
994,33556,<=50k
995,33557,<=50k
996,33558,<=50k
997,33559,<=50k
998,33560,<=50k
999,33561,<=50k
1000,33562,<=50k
1001,33563,<=50k
1002,33564,<=50k
1003,33565,<=50k
1004,33566,<=50k
1005,33567,<=50k
1006,33568,<=50k
1007,33569,<=50k
1008,33570,<=50k
1009,33571,<=50k
1010,33572,<=50k
1011,33573,<=50k
1012,33574,>50k
1013,33575,<=50k
1014,33576,<=50k
1015,33577,<=50k
1016,33578,<=50k
1017,33579,<=50k
1018,33580,<=50k
1019,33581,<=50k
1020,33582,<=50k
1021,33583,<=50k
1022,33584,<=50k
1023,33585,<=50k
1024,33586,<=50k
1025,33587,<=50k
1026,33588,<=50k
1027,33589,<=50k
1028,33590,<=50k
1029,33591,<=50k
1030,33592,<=50k
1031,33593,<=50k
1032,33594,>50k
1033,33595,<=50k
1034,33596,<=50k
1035,33597,<=50k
1036,33598,<=50k
1037,33599,<=50k
1038,33600,<=50k
1039,33601,<=50k
1040,33602,<=50k
1041,33603,<=50k
1042,33604,<=50k
1043,33605,<=50k
1044,33606,<=50k
1045,33607,<=50k
1046,33608,<=50k
1047,33609,<=50k
1048,33610,<=50k
1049,33611,<=50k
1050,33612,<=50k
1051,33613,<=50k
1052,33614,<=50k
1053,33615,<=50k
1054,33616,<=50k
1055,33617,<=50k
1056,33618,<=50k
1057,33619,<=50k
1058,33620,<=50k
1059,33621,<=50k
1060,33622,<=50k
1061,33623,<=50k
1062,33624,<=50k
1063,33625,<=50k
1064,33626,<=50k
1065,33627,<=50k
1066,33628,>50k
1067,33629,<=50k
1068,33630,>50k
1069,33631,>50k
1070,33632,<=50k
1071,33633,<=50k
1072,33634,<=50k
1073,33635,<=50k
1074,33636,>50k
1075,33637,<=50k
1076,33638,<=50k
1077,33639,>50k
1078,33640,<=50k
1079,33641,<=50k
1080,33642,<=50k
1081,33643,<=50k
1082,33644,<=50k
1083,33645,<=50k
1084,33646,<=50k
1085,33647,<=50k
1086,33648,<=50k
1087,33649,>50k
1088,33650,<=50k
1089,33651,<=50k
1090,33652,>50k
1091,33653,<=50k
1092,33654,<=50k
1093,33655,<=50k
1094,33656,<=50k
1095,33657,<=50k
1096,33658,<=50k
1097,33659,<=50k
1098,33660,<=50k
1099,33661,<=50k
1100,33662,<=50k
1101,33663,<=50k
1102,33664,<=50k
1103,33665,<=50k
1104,33666,<=50k
1105,33667,<=50k
1106,33668,<=50k
1107,33669,<=50k
1108,33670,<=50k
1109,33671,<=50k
1110,33672,>50k
1111,33673,<=50k
1112,33674,<=50k
1113,33675,<=50k
1114,33676,<=50k
1115,33677,<=50k
1116,33678,<=50k
1117,33679,<=50k
1118,33680,<=50k
1119,33681,<=50k
1120,33682,<=50k
1121,33683,>50k
1122,33684,<=50k
1123,33685,<=50k
1124,33686,<=50k
1125,33687,<=50k
1126,33688,<=50k
1127,33689,<=50k
1128,33690,<=50k
1129,33691,<=50k
1130,33692,<=50k
1131,33693,>50k
1132,33694,<=50k
1133,33695,<=50k
1134,33696,<=50k
1135,33697,<=50k
1136,33698,<=50k
1137,33699,<=50k
1138,33700,<=50k
1139,33701,<=50k
1140,33702,<=50k
1141,33703,<=50k
1142,33704,<=50k
1143,33705,<=50k
1144,33706,>50k
1145,33707,<=50k
1146,33708,<=50k
1147,33709,<=50k
1148,33710,<=50k
1149,33711,<=50k
1150,33712,<=50k
1151,33713,<=50k
1152,33714,<=50k
1153,33715,<=50k
1154,33716,<=50k
1155,33717,<=50k
1156,33718,>50k
1157,33719,>50k
1158,33720,<=50k
1159,33721,<=50k
1160,33722,<=50k
1161,33723,>50k
1162,33724,<=50k
1163,33725,<=50k
1164,33726,<=50k
1165,33727,<=50k
1166,33728,<=50k
1167,33729,<=50k
1168,33730,<=50k
1169,33731,>50k
1170,33732,<=50k
1171,33733,>50k
1172,33734,<=50k
1173,33735,>50k
1174,33736,<=50k
1175,33737,<=50k
1176,33738,<=50k
1177,33739,<=50k
1178,33740,<=50k
1179,33741,<=50k
1180,33742,<=50k
1181,33743,<=50k
1182,33744,<=50k
1183,33745,<=50k
1184,33746,<=50k
1185,33747,<=50k
1186,33748,<=50k
1187,33749,<=50k
1188,33750,<=50k
1189,33751,<=50k
1190,33752,>50k
1191,33753,<=50k
1192,33754,<=50k
1193,33755,<=50k
1194,33756,<=50k
1195,33757,<=50k
1196,33758,<=50k
1197,33759,<=50k
1198,33760,<=50k
1199,33761,<=50k
1200,33762,<=50k
1201,33763,<=50k
1202,33764,<=50k
1203,33765,<=50k
1204,33766,<=50k
1205,33767,<=50k
1206,33768,<=50k
1207,33769,<=50k
1208,33770,<=50k
1209,33771,<=50k
1210,33772,<=50k
1211,33773,<=50k
1212,33774,<=50k
1213,33775,<=50k
1214,33776,>50k
1215,33777,<=50k
1216,33778,<=50k
1217,33779,<=50k
1218,33780,>50k
1219,33781,<=50k
1220,33782,<=50k
1221,33783,<=50k
1222,33784,<=50k
1223,33785,<=50k
1224,33786,<=50k
1225,33787,<=50k
1226,33788,<=50k
1227,33789,<=50k
1228,33790,<=50k
1229,33791,>50k
1230,33792,<=50k
1231,33793,<=50k
1232,33794,<=50k
1233,33795,<=50k
1234,33796,<=50k
1235,33797,<=50k
1236,33798,<=50k
1237,33799,<=50k
1238,33800,<=50k
1239,33801,<=50k
1240,33802,<=50k
1241,33803,<=50k
1242,33804,<=50k
1243,33805,<=50k
1244,33806,<=50k
1245,33807,<=50k
1246,33808,<=50k
1247,33809,<=50k
1248,33810,<=50k
1249,33811,<=50k
1250,33812,<=50k
1251,33813,<=50k
1252,33814,<=50k
1253,33815,<=50k
1254,33816,<=50k
1255,33817,<=50k
1256,33818,<=50k
1257,33819,<=50k
1258,33820,<=50k
1259,33821,<=50k
1260,33822,<=50k
1261,33823,<=50k
1262,33824,<=50k
1263,33825,<=50k
1264,33826,<=50k
1265,33827,<=50k
1266,33828,<=50k
1267,33829,<=50k
1268,33830,>50k
1269,33831,<=50k
1270,33832,<=50k
1271,33833,<=50k
1272,33834,<=50k
1273,33835,<=50k
1274,33836,<=50k
1275,33837,<=50k
1276,33838,>50k
1277,33839,<=50k
1278,33840,<=50k
1279,33841,<=50k
1280,33842,<=50k
1281,33843,<=50k
1282,33844,<=50k
1283,33845,<=50k
1284,33846,<=50k
1285,33847,<=50k
1286,33848,<=50k
1287,33849,<=50k
1288,33850,<=50k
1289,33851,<=50k
1290,33852,>50k
1291,33853,<=50k
1292,33854,<=50k
1293,33855,<=50k
1294,33856,<=50k
1295,33857,<=50k
1296,33858,<=50k
1297,33859,<=50k
1298,33860,<=50k
1299,33861,<=50k
1300,33862,<=50k
1301,33863,<=50k
1302,33864,<=50k
1303,33865,<=50k
1304,33866,<=50k
1305,33867,<=50k
1306,33868,<=50k
1307,33869,<=50k
1308,33870,<=50k
1309,33871,<=50k
1310,33872,<=50k
1311,33873,<=50k
1312,33874,<=50k
1313,33875,<=50k
1314,33876,<=50k
1315,33877,<=50k
1316,33878,<=50k
1317,33879,<=50k
1318,33880,<=50k
1319,33881,<=50k
1320,33882,<=50k
1321,33883,<=50k
1322,33884,<=50k
1323,33885,<=50k
1324,33886,<=50k
1325,33887,<=50k
1326,33888,>50k
1327,33889,<=50k
1328,33890,<=50k
1329,33891,<=50k
1330,33892,<=50k
1331,33893,<=50k
1332,33894,<=50k
1333,33895,<=50k
1334,33896,<=50k
1335,33897,<=50k
1336,33898,<=50k
1337,33899,<=50k
1338,33900,<=50k
1339,33901,<=50k
1340,33902,<=50k
1341,33903,<=50k
1342,33904,<=50k
1343,33905,>50k
1344,33906,<=50k
1345,33907,>50k
1346,33908,<=50k
1347,33909,<=50k
1348,33910,<=50k
1349,33911,<=50k
1350,33912,<=50k
1351,33913,<=50k
1352,33914,<=50k
1353,33915,<=50k
1354,33916,>50k
1355,33917,<=50k
1356,33918,<=50k
1357,33919,<=50k
1358,33920,<=50k
1359,33921,<=50k
1360,33922,<=50k
1361,33923,<=50k
1362,33924,<=50k
1363,33925,<=50k
1364,33926,<=50k
1365,33927,<=50k
1366,33928,<=50k
1367,33929,<=50k
1368,33930,<=50k
1369,33931,<=50k
1370,33932,<=50k
1371,33933,<=50k
